Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -703.4, 1630.6, 16103, 650.6, 0.67, 1241.7, 
2, -392.8, 1731.8, 14772.1, 423.6, 0.59, 1834.1, 
3, -400.3, 1879.9, 14204.6, 488.2, 0.52, 2120.1, 
4, -346.4, 2033, 13830.3, 463.4, 0.45, 2296.7, 
5, -325.6, 2190.8, 13143.2, 460.5, 0.43, 2546.6, 
6, -276.4, 2361.5, 12665.9, 449, 0.44, 2696.4, 
7, -247.4, 2518, 12533.7, 417.8, 0.44, 2746.6, 
8, -184.8, 2680.3, 12232.2, 396.3, 0.44, 2795.4, 
9, -139.1, 2837.9, 11432.2, 370.4, 0.46, 2945.5, 
10, -159.3, 3002, 11164.2, 407.2, 0.46, 2955.2, 
11, -78, 3167.4, 10838.5, 374.3, 0.46, 2937, 
12, -94, 3310.8, 10485.3, 365.7, 0.48, 2945.6, 
13, -65.4, 3444.1, 10465.7, 348.1, 0.45, 2859.3, 
14, -94.6, 3567.5, 10377.7, 377.9, 0.48, 2802.3, 
15, -87.5, 3673.5, 10119.5, 351.7, 0.48, 2810.9, 
16, -71.5, 3788.3, 10019.7, 375, 0.48, 2762.5, 
17, -84.5, 3892.1, 9926.8, 381, 0.47, 2723.3, 
18, -33.3, 3992.7, 9717, 374.9, 0.49, 2677, 
19, -68.5, 4071.1, 9535.6, 345.6, 0.51, 2667.5, 
20, -38.9, 4147.7, 9370.4, 337.2, 0.52, 2630, 
21, -43.8, 4209, 9269.9, 269.8, 0.56, 2623.7, 
22, -33.5, 4282, 9215.5, 340, 0.56, 2575.7, 
23, -0.4, 4345.6, 9023.8, 306.6, 0.59, 2554.1, 
24, 34, 4403.8, 8944, 275.6, 0.59, 2489.1, 
25, -11.7, 4454.6, 9040.1, 330.9, 0.62, 2391.3, 
26, -35.3, 4499.8, 9162.3, 365.9, 0.66, 2309, 
27, -50.4, 4535.5, 9153.9, 347.9, 0.67, 2281.6, 
28, -40.4, 4571.9, 9258.1, 349.5, 0.7, 2221.1, 
29, -10.2, 4602.7, 9166.8, 309.6, 0.76, 2205.7, 
30, -34, 4631, 9181.9, 300.5, 0.78, 2174.3, 
31, -48.1, 4657.5, 9281.5, 328.7, 0.81, 2135.4, 
32, -32.3, 4681.9, 9197.3, 343.4, 0.84, 2138.3, 
33, -55.4, 4704.9, 9244.6, 308.5, 0.93, 2123.9, 
34, -51.5, 4728.9, 9333, 365.9, 0.96, 2090.7, 
35, -92.5, 4751.4, 9380.3, 352.1, 1.03, 2091.9, 
36, -90.4, 4775.7, 9491.5, 371.3, 1.05, 2080, 
37, -91.7, 4796.1, 9536.8, 357.6, 1.08, 2090.8, 
38, -73.7, 4818.6, 9655.5, 384, 1.11, 2065.9, 
39, -64.1, 4841.5, 9636.3, 388.5, 1.13, 2075.8, 
40, -68, 4862.5, 9600.2, 339.3, 1.17, 2096.6, 
41, -66.7, 4886.9, 9513, 312.2, 1.18, 2135.9, 
42, -89.4, 4913.9, 9579.2, 372.6, 1.15, 2139.2, 
43, -104.4, 4939.3, 9443.9, 381.9, 1.26, 2198.3, 
44, -53.1, 4971.3, 9542.2, 364.6, 1.32, 2160.5, 
45, -79.5, 4996.2, 9613.1, 373, 1.39, 2147.4, 
46, -92.1, 5021.1, 9668.6, 343.7, 1.47, 2156.2, 
47, -64.9, 5048.2, 9694, 386.5, 1.45, 2154.9, 
48, -50.4, 5072.9, 9743.6, 389.9, 1.58, 2131.7, 
49, -10.4, 5088.8, 9750.8, 371.4, 1.67, 2100.2, 
50, -51.1, 5106.4, 9697.6, 356.2, 1.72, 2110.9, 
51, -58.8, 5121.6, 9747.7, 348.1, 1.76, 2103.5, 
